,trail_url,trail,review_text,trail_avg_star,difficulty,distance,elevation,route_type,location,tag_list,short_description,trail_id
10,www.alltrails.com/trail/us/california/bonita-falls-trail,Bonita Falls Trail,"Lots of trash and littler and graffiti. We didn’t cross the river and instead opted to leave given how icky it was.  We did end up finding a beautiful, shaded, alternative on the other side of the mountain at heart rock trail",4.0,moderate,1.5 mi,334 ft,Out & back,San Bernardino National Forest,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Over grown', 'Rocky', 'Fee']","Bonita Falls Trail is a 1.5 mile heavily trafficked out and back trail located near Lytle Creek, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, and nature trips and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",10
11,www.alltrails.com/trail/us/california/bump-and-grind-trail,Bump and Grind Trail,Did 2 laps with beautiful weather.,4.5,moderate,4 mi,1105 ft,Loop,Santa Rosa and San Jacinto Mountains National Monument,"['Hiking', 'Mountain biking', 'Nature trips', 'Skiing', 'Walking', 'Bird watching', 'running', 'Views', 'Wildflowers', 'Wildlife', 'No shade', 'No dogs']","Bump and Grind Trail is a 4 mile heavily trafficked loop trail located near Palm Desert, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from October until May.",11
12,www.alltrails.com/trail/us/california/bumpass-hell,Bumpass Hell Trail,"Awesome trail, great views and a killer workout! Make sure you take plenty of water and sunscreen. Feel free to follow me on my Instagram account for more dope hiking adventures! @sertanusanmaz ",4.5,easy,2.7 mi,423 ft,Out & back,Lassen Volcanic National Park,"['Hiking', 'Forest', 'Lake', 'Views', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'Snow', 'Fee', 'No dogs']","Bumpass Hell Trail is a 2.7 mile heavily trafficked out and back trail located near Mineral, California that features a lake and is good for all skill levels. The trail is primarily used for hiking and is best used from June until October.",12
13,www.alltrails.com/trail/us/california/carbon-canyon-nature-trail,Carbon Canyon Nature Trail,Not a soul in site on weekday mornings!  Had the trees all to myself at 9am,4.0,easy,3 mi,104 ft,Out & back,Carbon Canyon Regional Park,"['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Forest', 'Lake', 'Partially paved', 'River', 'Views', 'Wildflowers', 'Wildlife', 'Washed out']","Carbon Canyon Nature Trail is a 3 mile heavily trafficked out and back trail located near Yorba Linda, California that features a lake and is good for all skill levels. The trail is primarily used for walking, running, nature trips, and bird watching and is best used from April until December. Dogs are also able to use this trail but must be kept on leash.",13
14,www.alltrails.com/trail/us/california/cascade-falls,Cascade Falls Trail,"Nice,easy trail. Great views. How to get down to the lake,thats the question ?",4.5,moderate,1.4 mi,255 ft,Out & back,Lake Tahoe Basin Management Unit,"['Dogs on leash', 'Kid friendly', 'Camping', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky', 'Snow']","Cascade Falls Trail is a 1.4 mile heavily trafficked out and back trail located near Tahoma, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from May until September. Dogs are also able to use this trail but must be kept on leash.",14
15,www.alltrails.com/trail/us/california/castle-rock-trail,Castle Rock Trail,Amazing view,4.5,moderate,2.6 mi,833 ft,Out & back,San Bernardino National Forest,"['dog friendly', 'Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'running', 'Forest', 'Views', 'Wildlife', 'Rocky', 'Scramble', 'Snow', 'Off trail']","Castle Rock Trail is a 2.6 mile heavily trafficked out and back trail located near Big Bear Lake, California that offers the chance to see wildlife and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail.",15
16,www.alltrails.com/trail/us/california/cataract-falls-trail,Cataract Falls Trail,,4.5,moderate,3.3 mi,1082 ft,Out & back,Mount Tamalpais Watershed,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","Cataract Falls Trail is a 3.3 mile heavily trafficked out and back trail located near Bolinas, California that features a lake and is rated as moderate. The trail is primarily used for hiking and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",16
17,www.alltrails.com/trail/us/california/cedar-creek-falls-trail,Cedar Creek Falls Trail,,4.5,moderate,5.4 mi,1040 ft,Out & back,Cleveland National Forest,"['Dogs on leash', 'Kid friendly', 'Camping', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Rocky', 'No shade', 'Fee']","Cedar Creek Falls Trail is a 5.4 mile heavily trafficked out and back trail located near Ramona, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",17
18,www.alltrails.com/trail/us/california/claremont-hills-wilderness-trail,Claremont Hills Loop,Love most of it! A quick workout ...... now they require masks and that you go 1 way....they even discourage you going to the connected trail..... seems petty !,4.5,moderate,4.7 mi,846 ft,Loop,Claremont Hills Wilderness Park,"['dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife', 'No shade', 'Fee']","Claremont Hills Loop is a 4.7 mile heavily trafficked loop trail located near Claremont, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs and horses are also able to use this trail.",18
19,www.alltrails.com/trail/us/california/clementine-trail-to-clarks-pool,Clementine Trail to Clark's Pool,,4.5,moderate,4.5 mi,698 ft,Out & back,Auburn State Recreation Area,"['Dogs on leash', 'Kid friendly', 'Fishing', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Lake', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wildlife', 'Washed out', 'Fee']","Clementine Trail to Clark's Pool is a 4.5 mile heavily trafficked out and back trail located near Cool, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",19
20,www.alltrails.com/trail/us/california/clouds-rest-trail-via-tenaya-lake,Clouds Rest Trail via Tenaya Lake,"Awesome trail, great views and a killer workout! I did this one earlier in the season before Tioga Pass Road closed for the season due to snow. Make sure you take plenty of water and sunscreen. Feel free to follow me on my Instagram account for more dope hiking adventures! @sertanusanmaz ",5.0,hard,13 mi,3113 ft,Out & back,Yosemite National Park,"['Backpacking', 'Camping', 'Hiking', 'Forest', 'Lake', 'Views', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'Scramble', 'Fee', 'No dogs']","Clouds Rest Trail via Tenaya Lake is a 13 mile heavily trafficked out and back trail located near Yosemite Valley, California that features beautiful wild flowers and is rated as difficult. The trail is primarily used for hiking, camping, and backpacking and is best used from March until October.",20
21,www.alltrails.com/trail/us/california/columbia-rock-trail,Columbia Rock Trail,"Amazing views. Watch out though, very rock and steep for such a short hike.",4.5,moderate,2.1 mi,948 ft,Out & back,Yosemite National Park,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Forest', 'Views', 'Wildflowers', 'Wildlife', 'Fee', 'No dogs']","Columbia Rock Trail is a 2.1 mile heavily trafficked out and back trail located near Yosemite Valley, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round.",21
22,www.alltrails.com/trail/us/california/cougar-crest-trail,Cougar Crest Trail ,"Leave at sunrise (or before) to really enjoy the beauty here without the crowds. And if you do Cougar Crest, it's worth the short extra effort to head down the PCT and hit Bertha Peak as well. Check out the video and full guide on HikingGuy com",4.5,moderate,5.3 mi,898 ft,Out & back,San Bernardino National Forest,"['Dogs on leash', 'Backpacking', 'Hiking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'running', 'Forest', 'Views', 'Wildflowers', 'Wildlife', 'Blowdown', 'Muddy', 'Rocky', 'Snow']","Cougar Crest Trail  is a 5.3 mile heavily trafficked out and back trail located near Big Bear City, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail but must be kept on leash.",22
23,www.alltrails.com/trail/us/california/cowles-mountain-from-big-rock-trail,Cowles Mountain from Big Rock Trail,,4.5,moderate,4.5 mi,1204 ft,Out & back,Mission Trails Regional Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Views', 'Wildlife', 'Rocky', 'Scramble']","Cowles Mountain from Big Rock Trail is a 4.5 mile heavily trafficked out and back trail located near Santee, California that offers the chance to see wildlife and is rated as moderate. The trail offers a number of activity options and is best used from October until June. Dogs are also able to use this trail but must be kept on leash.",23
24,www.alltrails.com/trail/us/california/cowles-mountain-trail,Cowles Mountain Trail,Great quick hike with a good city view! ,4.5,moderate,3 mi,908 ft,Out & back,Mission Trails Regional Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'running', 'Views', 'Wildflowers', 'Bugs', 'Over grown', 'Rocky', 'No shade']","Cowles Mountain Trail is a 3 mile heavily trafficked out and back trail located near La Mesa, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",24
25,www.alltrails.com/trail/us/california/crystal-springs-and-dean-trails,Crystal Springs and Dean Trail,Nice little place for a hike. ,4.5,moderate,5 mi,935 ft,Loop,Huddart Park,"['Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'running', 'Forest', 'Views', 'Wildflowers', 'Wildlife', 'Fee', 'No dogs']","Crystal Springs and Dean Trail is a 5 mile heavily trafficked loop trail located near Redwood City, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, running, and nature trips and is accessible year-round.",25
26,www.alltrails.com/trail/us/california/dipsea-steep-ravine-matt-davis-loop-trail-from-pantoll,Dipsea Steep Ravine Matt Davis Loop Trail from Pantoll,This trail is all bangers. I arrived in the neighborhood by Stinson beach a bit after 8 and parking was plentiful (on a weekday tho). Only saw a few others on the trail.,5.0,moderate,7.4 mi,1748 ft,Loop,Mount Tamalpais State Park,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Beach', 'Forest', 'Views', 'Wildflowers', 'Wildlife', 'Muddy', 'No dogs']","Dipsea Steep Ravine Matt Davis Loop Trail from Pantoll is a 7.4 mile heavily trafficked loop trail located near Stinson Beach, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round.",26
27,www.alltrails.com/trail/us/california/dipsea-trail-to-steep-ravine-trail-to-matt-davis-loop-trail,"Dipsea, Steep Ravine, and Matt Davis Loop",,5.0,moderate,6.7 mi,1702 ft,Loop,Mount Tamalpais State Park,"['Hiking', 'Nature trips', 'Bird watching', 'running', 'Beach', 'Forest', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Muddy', 'No dogs']","Dipsea, Steep Ravine, and Matt Davis Loop is a 6.7 mile heavily trafficked loop trail located near Stinson Beach, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, nature trips, and bird watching and is accessible year-round.",27
28,www.alltrails.com/trail/us/california/donner-creek-loop-trail,Donner Creek Loop Trail,"Early summer, hot and dry as expected. A lot of the loop is a walk on a wide, dusty road rather than a hike on a trail. Views are ok, trail conditions in spots were very slippery with scree, dust and loose gravel. The flora variability is cool to see. We’ll check it out in another season — the winter waterfalls and greener views are probably gorgeous.",4.5,moderate,5.1 mi,1161 ft,Loop,Mount Diablo State Park,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Muddy', 'Fee', 'No dogs']","Donner Creek Loop Trail is a 5.1 mile heavily trafficked loop trail located near Clayton, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round.",28
29,www.alltrails.com/trail/us/california/eagle-lake-trail--4,Eagle Lake Trail,,4.5,moderate,2.4 mi,456 ft,Out & back,Desolation Wilderness,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'running', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'Scramble', 'Snow', 'No shade']","Eagle Lake Trail is a 2.4 mile heavily trafficked out and back trail located near Tahoma, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from May until September. Dogs are also able to use this trail but must be kept on leash.",29
30,www.alltrails.com/trail/us/california/east-fork-trail-bridge-to-nowhere,Bridge to Nowhere via East Fork Trail,,4.5,moderate,9.5 mi,1246 ft,Out & back,Angeles National Forest,"['Dogs on leash', 'Hiking', 'Forest', 'River', 'Views', 'Waterfall', 'Rocky', 'No shade', 'Historic site', 'Fee']","Bridge to Nowhere via East Fork Trail is a 9.5 mile heavily trafficked out and back trail located near Azusa, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",30
31,www.alltrails.com/trail/us/california/eaton-canyon-trail,Eaton Canyon Trail,"highly recommend this hike. the reservation system made it very easy to socially distance and wasn't crowded at all! beautiful waterfall and a pleasant hike, very little trash. ",4.5,easy,3.5 mi,436 ft,Out & back,Eaton Canyon Natural Area Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Cave', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky']","Eaton Canyon Trail is a 3.5 mile heavily trafficked out and back trail located near Pasadena, California that features a waterfall and is good for all skill levels. The trail is primarily used for hiking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",31
32,www.alltrails.com/trail/us/california/echo-mountain-via-sam-merrill-trail--,Echo Mountain via Sam Merrill Trail,,4.5,moderate,5.4 mi,1417 ft,Out & back,Angeles National Forest,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Views', 'Wildflowers', 'Wildlife', 'Bugs', 'Over grown', 'Rocky', 'No shade', 'Historic site']","Echo Mountain via Sam Merrill Trail is a 5.4 mile heavily trafficked out and back trail located near Altadena, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",32
33,www.alltrails.com/trail/us/california/el-cajon-mountain-trai,El Cajon Mountain Trail,,4.5,hard,11.3 mi,3576 ft,Out & back,El Capitan County Preserve,"['dog friendly', 'Hiking', 'Mountain biking', 'River', 'Views', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'Scramble', 'Washed out', 'No shade']","El Cajon Mountain Trail is a 11.3 mile heavily trafficked out and back trail located near Lakeside, California that features a river and is rated as difficult. The trail is primarily used for hiking and mountain biking and is accessible year-round. Dogs are also able to use this trail.",33
34,www.alltrails.com/trail/us/california/el-moro-canyon-loop-trail,El Moro Canyon Loop Trail,,4.5,moderate,5 mi,807 ft,Loop,Crystal Cove State Park,"['Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'running', 'Beach', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'No shade', 'Fee', 'No dogs']","El Moro Canyon Loop Trail is a 5 mile heavily trafficked loop trail located near Laguna Beach, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Horses are also able to use this trail.",34
35,www.alltrails.com/trail/us/california/ernie-maxwell-trail,Ernie Maxwell Scenic Trail,Wonderful hike! Trails just opened back up today (10/9/20) so we didn’t run in to many people (maybe 8?). So much greenery and you have a good view of suicide rock along the way! The pups loved the hike too! Lots of squirrels everywhere! Lots of shade! Overall a great hike! ,4.5,easy,5 mi,859 ft,Out & back,San Jacinto Wilderness,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Nature trips', 'Rock climbing', 'Walking', 'Bird watching', 'running', 'Forest', 'Views', 'Wildflowers', 'Rocky', 'Scramble', 'Off trail']","Ernie Maxwell Scenic Trail is a 5 mile heavily trafficked out and back trail located near Idyllwild-Pine Cove, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail but must be kept on leash.",35
36,www.alltrails.com/trail/us/california/escondido-falls-trai,Escondido Falls Trail,,4.0,easy,3.7 mi,626 ft,Out & back,Escondido Canyon Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'Fee']","Escondido Falls Trail is a 3.7 mile heavily trafficked out and back trail located near Malibu, California that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",36
37,www.alltrails.com/trail/us/california/etiwanda-falls-trail,Etiwanda Falls Trail,"Not easy to find a parking spot, too many people without mask, the waterfall was beautiful.",4.5,moderate,3.4 mi,803 ft,Out & back,North Etiwanda Preserve,"['Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky', 'No shade', 'No dogs']","Etiwanda Falls Trail is a 3.4 mile heavily trafficked out and back trail located near Rancho Cucamonga, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round.",37
38,www.alltrails.com/trail/us/california/ferndell-to-the-west-observatory-loop-trail-to-griffith-observatory,Ferndell to the West Observatory Loop Trail to Griffith Observatory,"Why is this trail rated easy? It’s definitely moderate. Sure it’s short, but the elevation gain happens pretty rapidly, particularly going counterclockwise as described here. I much prefer the clockwise loop, starting on the far side of the wash closer to the bathrooms—that trail has more switchbacks and an easier grade. The other side is straight up a pretty eroded firebreak. ",4.5,easy,2.5 mi,613 ft,Loop,Griffith Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Forest', 'Partially paved', 'Views', 'Wildflowers']","Ferndell to the West Observatory Loop Trail to Griffith Observatory is a 2.5 mile heavily trafficked loop trail located near Los Angeles, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",38
39,www.alltrails.com/trail/us/california/five-lakes-creek-trail,Five Lakes Trail,Nice trail . Full sun.  It was hot.  Great Lake to take a swim in . ,4.5,moderate,5 mi,1118 ft,Out & back,Tahoe National Forest,"['dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Nature trips', 'Snowshoeing', 'Forest', 'Lake', 'River', 'Views', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'Snow']","Five Lakes Trail is a 5 mile heavily trafficked out and back trail located near Olympic Valley, California that features a lake and is rated as moderate. The trail is primarily used for hiking, nature trips, horses, and snowshoeing and is best used from June until October. Dogs and horses are also able to use this trail.",39
40,www.alltrails.com/trail/us/california/fortuna-mountain-trail,Fortuna Mountain Trail,,4.5,moderate,6.3 mi,1364 ft,Loop,Mission Trails Regional Park,"['Dogs on leash', 'Hiking', 'Mountain biking', 'running', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky', 'No shade']","Fortuna Mountain Trail is a 6.3 mile heavily trafficked loop trail located near San Diego, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",40
41,www.alltrails.com/trail/us/california/fortynine-palms-trail,Fortynine Palms Oasis Trail,,4.5,moderate,3.1 mi,636 ft,Out & back,Joshua Tree National Park,"['Hiking', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'No shade', 'Fee', 'No dogs']","Fortynine Palms Oasis Trail is a 3.1 mile heavily trafficked out and back trail located near Twentynine Palms, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and is best used from October until June.",41
42,www.alltrails.com/trail/us/california/four-mile-trail,Four Mile Trail,"Awesome trail, great views and a killer workout! Make sure you take plenty of water and sunscreen. Feel free to follow me on my Instagram account for more dope hiking adventures! @sertanusanmaz ",5.0,hard,9.2 mi,3612 ft,Out & back,Yosemite National Park,"['Hiking', 'Nature trips', 'Bird watching', 'running', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs', 'Snow', 'Fee', 'No dogs']","Four Mile Trail is a 9.2 mile heavily trafficked out and back trail located near Yosemite Valley, California that features a waterfall and is only recommended for very experienced adventurers. The trail is primarily used for hiking, running, nature trips, and bird watching and is best used from April until November.",42
